row,name,brand,reason
38964,Snowflake Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
38965,Dark Chocolate Bark With Caramel Flavoured Swirl P,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
38966,Diet Pepsi,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
38976,Pepperidge Farm Stuffing,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
38977,Pepperidge Farm Cookies Ginger,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
38978,Pepperidge Farm Stuffing,Herb Seasoned Classic Stuffing,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39018,Famous Spiced Wafers,Ivins’,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39019,Famous Spiced Wafers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39067,Reese’s Sticks,Reese’S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39079,"Sundried Tomato Basil Mini Muffins, Basil",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39087,"Frosted Snowflake Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39109,"Vanilla Creme High Protein Wafer Bar,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39119,Kaiser Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39122,"Mi-familia, Traditional Gorditas Flour Tortillas",Mi-Rancho Tortillas Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39123,"Golden Gate Kitchens, Mediterranean Tuna Wrap",Ghiringhelli Gourmet Pizza Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39143,Fudge Crispss,Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39212,Diet Blue Label Cola,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39214,Diet Red Label Cola,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39215,Diet Ginger Ale,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39218,Diet Cola,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39220,Diet Ginger Ale,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39278,Crispsy Vegetable Roll,Sum-M,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39279,Pork Shiitake Gyoza Dumpling,Summ,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39313,Twix Minis,Mars Canada,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39317,Mixies Gum,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39431,Diet Cola Low Sodium,President'S Choice,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39516,Canada Dry Zero Sugar,Canada Dry,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39701,Ice Cubes,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39731,Diet Pepsi,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
39774,Buttermilk Pancake Mix,Hospitality,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39778,Stars,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39789,Sprinkled Christmas Tree Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39790,"Herr's, Candy-coated Pretzels",Herr'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39806,"Key Food, Hazelnut Spread",Key Food,US brand detected: key food
39813,Apple Grape Cheese Tray,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39814,Sliced Apples With Mozzarella Cheese Bites & Choco,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39841,Mini Muffins,Wegmans Food Markets  Inc.,US brand detected: wegmans
39843,"Australian Black Licorice Candy, Licorice",Wegmans,US brand detected: wegmans
39847,Chocolate Chip Cookies,Great Value,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39848,Frosted Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39905,Jalapeno Hushpuppies,Twin Oak Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39926,"Roundy's, Snowflake Pretzels",Roundy'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
39958,Vegan Chocolate Chip Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40038,Holiday Tree Pretzel,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40077,Muscle Mass Gainer Cookies & Cream Flavour,Mutant Mass,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40124,Just Enough Brownie Bark,Charlotte'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40165,"Dsd Merchandisers, Dark Chocolate Pretzels",Dsd Merchandisers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40177,"Simply Indulgent Gourmet, Traditional Biscuits",Simply Indulgent Gourmet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40201,Crackers Unsalted Tops,Colombina,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40202,Salted Crackers,Colombina,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40258,"Pancakes, Buttermilk",Krusteaz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40271,Stars & Stripes Yogurt Covered Pretzels,Limited Time Originals,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40335,Condensed Chicken Noodle Soup,Haggen,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40406,Mini Pretzel Braids Maui Monk,Stellar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40461,"Milk Chocolate Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40462,"Dark Chocolate Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40463,"Valued Naturals, Peanut Butter Filled Pretzels",Valued Naturals,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40470,Milk Chocolate Drenched Twisties,Fannie May Confections Brands  Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40505,"The Original Chocolate Chip Cookie Sandwich, Choco",Chipwich,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40526,Mini Boston Cream Filled Donuts With Decadent Choc,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40528,Everything Dog In A Blanket,The Perfect Bite Co,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40574,Toffee Crunch Pretzel Rods Dipped In Chocolate,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40635,Maple & Brown Butter,Pop Daddy,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40656,Jalapeno Hushpuppies,World'S Best Hushpuppies,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40684,Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40709,Z Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40745,"Meijer, Christmas Tree Pretzels With Yogurt Coatin",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
40813,Farmhouse Sliced Bread,ฟาร์มเฮ้าส์,US-style ingredient labeling: INS\d{3}
40894,Light Greek Style Lemon Yogurts,Milbona,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
40992,Protein Drink,Nestlé,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41246,Bounty Miniatures Schokoriegel,,US-style ingredient labeling: INS\d{3}
41368,7 Up Free,7 Up,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41373,Pepsi Max Can,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41383,Uncured Beef Franks In Puff Pastry,Appetitos,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
41439,4062139008803,7 Up,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41591,Chocolate Chip Cookie Mix,Baker'S Corner,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
41600,Orbit Mints,Orbit,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41637,High Protein Wafer,Bodylab,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
41717,Milo Crunch,Nestlé,US-style ingredient labeling: INS\d{3}
41718,Koko Krunch,Nestlé,US-style ingredient labeling: INS\d{3}
41720,Nestea Apple Powder,Nestea,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
41725,Custard Powder Original Flavour (economy Pack),Bird'S,US-style ingredient labeling: INS\d{3}
41978,TK Orange Lemonade,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42099,Peppermint Peckers,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42235,Energy Original,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42273,Boost Energy Red Berry,Boost Energy,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42712,Kettle Cooked Big,Master,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42918,Fanta Orange,Fanta,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42921,Fruit Twist Zero,Fanta,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42922,Fanta Fruit Twist,Zentiva,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
42989,Stimorol,A,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43213,Doritos Sweet Chili Pep,Doritos,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43220,Chutney Cheas Naks,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43225,Sweet & Smoky American Barbeque,Lay'S,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43369,Whey-80 Chocolate Less Sweet,Star Nutrition,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43377,Whey-80,Star Nutrition,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43442,Hot Choc,Jarrah,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43444,Classic Hot Choc,Jarrah,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43463,Optifast Vanilla,Nestlé,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43479,"Quinoa, Almond & Chocolate Granola",Nestlé,US-style ingredient labeling: INS\d{3}
43750,Air Action Vigorsol,Vigorsol,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
43755,Air Action,Mentos,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
44234,Gold White Tea,Nestlé,US-style ingredient labeling: INS\d{3}
44235,Nescafe Blend & Brew No Table Sugar,Nescafe,US-style ingredient labeling: INS\d{3}
44236,Creamo Gold Red Velvet,Jack'Njill,US-style ingredient labeling: INS\d{3}
44241,Milo Chocolate Icecream,Milo,US-style ingredient labeling: INS\d{3}
44242,Fruitku,ฟรุตกุ,US-style ingredient labeling: INS\d{3}
44247,Cornetto Royale Strawberry,Miko,US-style ingredient labeling: INS\d{3}
44253,Fish Snacks Orginal,ทาโร่,US-style ingredient labeling: INS\d{3}
44267,Green Tea,Oishi,US-style ingredient labeling: INS\d{3}
44271,Carabao Energy Drink,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
44312,Iced Caffè Latte,Nescafe,US-style ingredient labeling: INS\d{3}
44375,Peanut Butter Creamy,Saffola,US-style ingredient labeling: INS\d{3}
44456,Sweet Lassi,Dilicia,US-style ingredient labeling: INS\d{3}
44460,Whey Protein Chocolate Flavour,Apollo Life,US-style ingredient labeling: INS\d{3}
44466,Bikaji Mobile Bhel Chowpati Bhelpuri,Bikaji,US-style ingredient labeling: INS\d{3}
44513,Jowar Puffs,Snackible,US-style ingredient labeling: INS\d{3}
44522,Savoriz,Bauli,US-style ingredient labeling: INS\d{3}
44540,Oreo Wafer Roll Creamy Munchy,Oreo,US-style ingredient labeling: INS\d{3}
44541,Nescafe Dolce Gusto Cafe Au Lait,Nescafe Dolce Gusto,US-style ingredient labeling: INS\d{3}
44590,Fanta Pineapple And Grapefruit,Coca-Cola,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
44746,Coca-cola Zero Sugar Zero Caffeine,Coca-Cola,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
45086,Diet Lemôn,Bundaberg,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
45138,Diet Indian Tonic Water,Schweppes,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
45213,Jobs Fruit Pastilles Mini,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
45542,Hubba Bubba (seriously Strawberry),Mars,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
45789,Frenché Roast Indulgence,,US-style ingredient labeling: INS\d{3}
45792,Samudra Banana Cake,Samudra,US-style ingredient labeling: INS\d{3}
45796,Nuwafer,Mybizcuit,US-style ingredient labeling: INS\d{3}
45798,Roasted Sesame,Kewpie,US-style ingredient labeling: INS\d{3}
45799,Kewpie Chilli Mayo,Kewpie,US-style ingredient labeling: INS\d{3}
45812,Milo Dairy Free Soy & Almond,Milo,US-style ingredient labeling: INS\d{3}
45813,Coffee,Nescafé 3 In 1,US-style ingredient labeling: INS\d{3}
45815,Nescafé Iced Caramel,Nestlé,US-style ingredient labeling: INS\d{3}
45825,Immuno Soy Milk,Yeo'S,US-style ingredient labeling: INS\d{3}
45830,Wild Mushroom Soup,Campbells,US-style ingredient labeling: INS\d{3}
45831,Cream-o,Munchy'S,US-style ingredient labeling: INS\d{3}
45837,Kristal Jeli,Nona,US-style ingredient labeling: INS\d{3}
45842,Miaow Chips Prawn Crackers,Miaow Miaow,US-style ingredient labeling: INS\d{3}
45850,Lexus Gold,Munchy'S,US-style ingredient labeling: INS\d{3}
45854,My Cup Cappucino,Culture Blends,US-style ingredient labeling: INS\d{3}
45896,"Spartan, Premium Beef Jerky, Teriyaki",Spar,US brand detected: spartan
45898,"Spartan, Classic Corn Dogs, Honey",Spar,US brand detected: spartan
45899,"Spartan, Sunflower Kernels, Roasted & Salted",Spar,US brand detected: spartan
45900,"Spartan, Tortilla Strips, Crunchy Salad Toppings, ",Spar,US brand detected: spartan
45901,"Spartan, Almond Trail Mix, Chocolate Cranberry",Spar,US brand detected: spartan
45902,"Spartan, Fresh Selections, Dried Cherries",Spar,US brand detected: spartan
45904,"Spartan, Mild Cheddar Cheese, Mild",Spar,US brand detected: spartan
45908,"Spartan, Mustard Salad Dressing",Spar,US brand detected: spartan
45942,"Spartan, Spanish Peanuts, Salted",Spar,US brand detected: spartan
45943,"Spartan, Dry Honey Roasted Peanuts, Salted",Spar,US brand detected: spartan
45944,"Spartan, Honey Roasted Peanuts, Salted",Spar,US brand detected: spartan
45945,"Spartan, Halves & Pieces Cashews, Salted",Spar,US brand detected: spartan
45946,"Spartan, Deluxe Mixed Nuts, Salted",Spar,US brand detected: spartan
45947,"Spartan, Party Peanuts, Salted",Spar,US brand detected: spartan
45948,"Spartan, Ultra-pasteurized Fat Free Half & Half",Spar,US brand detected: spartan
45949,"Spartan, Deli Selections Natural Sliced Pepper Jac",,US brand detected: spartan
45951,"Spartan, Deli Selections, Swiss Cheese, Natural + ",Spar,US brand detected: spartan
46187,Lemon Juice From Concentrate,Key Food,US brand detected: key food
46188,"Key Food, Corned Beef With Natural Juice",Key Food,US brand detected: key food
46189,"Key Food, Snack Wheats Crackers",Key Food,US brand detected: key food
46189,"Key Food, Snack Wheats Crackers",Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46190,"Key Food, Queen Olives",Key Food,US brand detected: key food
46191,"Key Food, Sliced Olives With Pimiento",Key Food,US brand detected: key food
46193,"Key Food, Half And Half",Key Food,US brand detected: key food
46194,"Key Food, Half And Half",Key Food,US brand detected: key food
46195,"Key Food, Monterey Jack Cheese With Jalapeno Peppe",Key Food,US brand detected: key food
46196,"Key Food, Beef Frankfurters",Key Food,US brand detected: key food
46197,"Key Food, Hot Dogs",Key Food,US brand detected: key food
46198,"Key Food, Chicken Franks",Key Food,US brand detected: key food
46228,Strawberry Sparkling Water,,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
46246,Krunchaz Wheat Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46833,Butter Pretzel Twists,Lidl,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46851,Classic Hummus Snack Pack,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46859,Grilled Cheese,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46984,Chocolate Chip Cookies,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46988,Soup & Oyster Crackers,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
46990,Marble Rye Bread,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47018,Sprite Lemonl-lime,Cocacola Company,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
47453,Light Yogurt Peach Fat Free,Benna,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
47642,"96 Trendy Shell Triangle Choco 3""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47643,"96 Trendy Shell Square Choco 2.75""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47644,"96 Trendy Shell Round Choco 2.75""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47645,"240 Mini Trendy Sh.square Choco 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47646,"240 Mini Trendy Sh.round Choco 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47647,"192 Fluted Shell Round Choco 1.75""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47651,"Banquet Basic Fish Sticks With Mac And Cheese, 6.2",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47689,Cinnamon Raisin Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47691,Sweetheart White Bread,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47693,Pure Fresh,Mentos,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
47712,Spicy Sauced Dumplings,Bibigo,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47718,Scottish Shortbread Cookies Butter Pecan,Douglas Sweet,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47733,"72 Round Tart Choco 4""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47734,"96 Trendy Shell Round Choco Butter 2.75""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47751,"88 Mini Fillo Cups 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47752,"264 Mini Fillo Cups 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47764,"240 Trendy Shell Squ. Choco Butter 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47765,"96 Trendy Shell Round Choco Butter 3.2""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47770,"192 Fluted Shell Round Choco 1.5""",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47855,Complan Royale Chocolate Flavour,Complan,US-style ingredient labeling: INS\d{3}
47864,Veg Mayonnaise For Burger,Dr. Oetker,US-style ingredient labeling: INS\d{3}
47866,Acai Vibe,Rio,US-style ingredient labeling: INS\d{3}
47868,Sleep Gummies,Power Gummies,US-style ingredient labeling: INS\d{3}
47912,"Homestyle Waffles, Homestyle",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47913,"Homestyle Waffles, Homestyle",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47914,"Buttermilk Waffles, Buttermilk",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47916,Thins Window Pretzels,Giant Eagle,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47917,Minis Pretzel,Giant Eagle,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47924,Buffalo Mozzarella Sticks,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47927,"Honey Energy Burst Trail Mix, Burst",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47928,Shortbread Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47935,Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47937,Corn Muffins,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47940,"Cookies, Pecan Shortbread",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47948,"Waffles, Buttermilk",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47949,Multigrain Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47950,"Waffles, Buttermilk",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47952,Butter With Himalayan Salt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47953,Honey Mustard With Himalayan Salt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47955,Buttermilk Pancake Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47964,Toasted Crackers With A Creamy Peanut Butter Filli,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47965,Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47966,Buttermilk Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47967,Multigrain Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47968,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
47977,"Cannoli Dip With Chocolate Chips, Cannoli Chips",Wegmans,US brand detected: wegmans
48002,Self Rising Corn Meal,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48022,Triple Chocolate Biscotti Twice Baked With Dark & ,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48025,Potato Bread,Private Selection,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48026,Sourdough Wide Pan Bread,Private Selection,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48027,Light Rye,Private Selection,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48034,Jarlsberg Cheese & Bacon Half Quiche,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
